Phylo,Species,Family,Order,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Acanthiza ewingii,Acanthiza_ewingii,Acanthizidae,Passeriformes,10.7,5.6,1.9,2.5,21.5,52.2,8.3,42.5,16.3,46.4,6.9,Forest,2,1,Carnivore,Invertivore,Insessorial,-43.64,-39.44,-41.94,146.59,68050.51,Extant
Acanthiza inornata,Acanthiza_inornata,Acanthizidae,Passeriformes,11.3,5.9,2.3,2.7,17.3,47.8,6,41,12.8,36.4,7,Woodland,2,1,Carnivore,Invertivore,Insessorial,-35.19,-29.16,-32.67,116.74,137406.16,Extant
Acanthiza iredalei,Acanthiza_iredalei,Acanthizidae,Passeriformes,9.2,4.8,2,2.3,17.4,48.4,7.2,39.8,15.3,39.3,6,Shrubland,2,1,Carnivore,Invertivore,Generalist,-38.86,-24.06,-31.22,128.95,987131.55,Extant
Acanthiza katherina,Acanthiza_katherina,Acanthizidae,Passeriformes,11.5,5.8,2.4,2.6,18.1,52.1,9.1,42.7,17.6,41.1,7.2,Forest,1,1,Carnivore,Invertivore,Insessorial,-19.07,-15.76,-17.76,144.85,58196.09,Extant
Acanthiza lineata,Acanthiza_lineata,Acanthizidae,Passeriformes,9.9,5,2.1,2.8,17.1,51.5,9.4,40,19.1,37.9,6.9,Forest,2,1,Omnivore,Invertivore,Insessorial,-39.24,-23.09,-32.16,147.5,1043817.35,Extant
Acanthiza murina,Acanthiza_murina,Acanthizidae,Passeriformes,11.4,6,2.4,2.9,17.9,57.1,12.7,44,22.5,35,8.4,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.63,-3.38,-5.39,141.94,83142.29,Extant
Acanthiza nana,Acanthiza_nana,Acanthizidae,Passeriformes,10,5.2,2.1,2.7,17.2,49.1,8.8,40.8,17.8,36.8,6.2,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-39.14,-15.68,-29.95,146.15,2021416.13,Extant
Acanthiza pusilla,Acanthiza_pusilla,Acanthizidae,Passeriformes,11.2,5.3,2.1,2.6,18.7,51.8,7.6,44.1,14.6,43.4,7.6,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-43.64,-20,-32.24,147.72,1131818.69,Extant
Acanthiza reguloides,Acanthiza_reguloides,Acanthizidae,Passeriformes,11,6,2.2,2.6,16.7,52,7.3,44.7,14,38.9,7.7,Forest,2,1,Carnivore,Invertivore,Insessorial,-39.14,-15.8,-29.59,146.67,1843422.3,Extant
Acanthiza robustirostris,Acanthiza_robustirostris,Acanthizidae,Passeriformes,9.9,5.1,2.3,2.7,19.1,50.8,7.6,42.8,15.2,40.2,6.1,Woodland,2,2,Carnivore,Invertivore,Insessorial,-30.4,-19.66,-25.85,127.45,2061848.42,Extant
Acanthiza uropygialis,Acanthiza_uropygialis,Acanthizidae,Passeriformes,10.2,5.3,2,2.3,18,51.8,7.9,44.6,15,38.3,6.4,Woodland,2,1,Carnivore,Invertivore,Insessorial,-38.05,-19.82,-28.24,134,4788831.67,Extant
Acanthornis magna,Acanthornis_magna,Acanthizidae,Passeriformes,15.2,8.4,2.3,2.9,21.9,56,9.2,46.1,16.6,48,10.2,Forest,1,1,Carnivore,Invertivore,Generalist,-43.64,-39.58,-41.92,146.39,45032.53,Extant
Aphelocephala leucopsis,Aphelocephala_leucopsis,Acanthizidae,Passeriformes,10.1,5.8,2.9,4,17.8,60.2,11.8,47.8,19.9,44.2,12.3,Woodland,2,1,Carnivore,Invertivore,Terrestrial,-38.17,-21.53,-29.43,134.97,3741148.76,Extant
Aphelocephala nigricincta,Aphelocephala_nigricincta,Acanthizidae,Passeriformes,10,5.4,2.9,4.2,17.8,56.9,7.9,46.3,14.6,38.8,10.4,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-34.09,-19.8,-25.27,132.27,1619312.31,Extant
Aphelocephala pectoralis,Aphelocephala_pectoralis,Acanthizidae,Passeriformes,9.1,5.2,2.8,3.8,17,54.4,9.3,44.9,17.1,38.3,9,Shrubland,2,1,Omnivore,Invertivore,Terrestrial,-31.31,-26.65,-28.76,136.71,231089.7,Extant
Calamanthus campestris,Calamanthus_campestris,Acanthizidae,Passeriformes,15.3,7.9,2.9,3.5,22.5,55.2,4.8,49.5,8.8,46,13.9,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-37.2,-20.6,-29.86,129.05,1873218.87,Extant
Calamanthus fuliginosus,Calamanthus_fuliginosus,Acanthizidae,Passeriformes,15.2,7.8,2.7,3.5,21.8,56.1,5.8,48,10.7,51,20.8,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-43.64,-33.79,-38.96,145.9,197682.93,Extant
Chthonicola sagittatus,Chthonicola_sagittatus,Acanthizidae,Passeriformes,11.6,6.1,2.5,3,20,60.8,10.2,50.5,16.7,48.9,13.3,Woodland,2,1,Carnivore,Invertivore,Terrestrial,-39.51,-21.71,-30.65,147.98,1269134.5,Extant
Crateroscelis murina,Crateroscelis_murina,Acanthizidae,Passeriformes,15.3,8,3.7,3.6,22.4,59.3,7.6,49,13.4,35.3,15,Forest,1,1,Carnivore,Invertivore,Terrestrial,-10.7,-0.01,-5.19,141.02,531992.39,Extant
Crateroscelis nigrorufa,Crateroscelis_nigrorufa,Acanthizidae,Passeriformes,16,9.5,3.2,3.5,23.1,60.6,6.8,52.7,11.4,40.8,15.9,Forest,1,1,Carnivore,Invertivore,Terrestrial,-10.05,-3.04,-5.46,142.22,105189.03,Extant
Crateroscelis robusta,Crateroscelis_robusta,Acanthizidae,Passeriformes,15.8,8.3,3.1,3.3,26.3,62.9,7.5,54.3,12.1,39,18.6,Forest,1,1,Carnivore,Invertivore,Terrestrial,-10.05,-0.44,-5.15,141.6,164313.71,Extant
Gerygone albofrontata,Gerygone_albofrontata,Acanthizidae,Passeriformes,13.4,9,2.9,3.1,21.9,63.5,10.2,51.3,16.6,52.9,10.3,Forest,1,1,Carnivore,Invertivore,Generalist,-44.36,-43.7,-43.94,-176.53,790.01,Extant
Gerygone chloronota,Gerygone_chloronota,Acanthizidae,Passeriformes,11.9,7,2.9,2.9,16.3,51.5,7.4,43.2,14.7,35.2,6.6,Forest,1,1,Carnivore,Invertivore,Insessorial,-19.05,0.04,-8.26,137.63,1009439.84,Extant
Gerygone chrysogaster,Gerygone_chrysogaster,Acanthizidae,Passeriformes,12.7,7.4,3.4,3.1,15.7,53,8.1,45,15.3,41,8,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.72,0.04,-5.28,140.49,557753.52,Extant
Gerygone cinerea,Gerygone_cinerea,Acanthizidae,Passeriformes,10.6,6,2.6,2.8,19.2,52,10.1,42.2,19.2,32.4,7.6,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.11,-0.56,-5.22,141.57,124509.89,Extant
Gerygone dorsalis,Gerygone_dorsalis,Acanthizidae,Passeriformes,13.4,7.7,3.2,3,20.5,54.6,8.5,46.1,15.6,41.5,7.2,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.35,-5.13,-7.31,130.89,7004.78,Extant
Gerygone flavolateralis,Gerygone_flavolateralis,Acanthizidae,Passeriformes,11.2,6.3,2.6,2.9,18.2,49.6,7.4,42.2,14.9,43.1,6.3,Forest,1,1,Carnivore,Invertivore,Insessorial,-22.71,-11.46,-19.2,166.09,29192.7,Extant
Gerygone fusca,Gerygone_fusca,Acanthizidae,Passeriformes,10.8,5.6,2.7,2.6,16.9,56.8,11.8,45.1,20.6,41.8,5.4,Woodland,2,1,Carnivore,Invertivore,Insessorial,-38.59,-16.48,-27.79,139.61,2747581.75,Extant
Gerygone hypoxantha,Gerygone_hypoxantha,Acanthizidae,Passeriformes,9.2,7,4,2.9,16,51,7.3,43.7,14.2,37.2,7.2,Forest,1,1,Carnivore,Invertivore,Insessorial,-1.22,-0.63,-0.94,135.89,2524.27,Extant
Gerygone igata,Gerygone_igata,Acanthizidae,Passeriformes,12.7,7.7,2.7,2.6,20.4,54.3,9.6,44.7,17.7,48.3,6.4,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-48.02,-34.14,-41.77,172.6,268886.76,Extant
Gerygone inornata,Gerygone_inornata,Acanthizidae,Passeriformes,11,6.2,2.9,2.9,17.2,52.6,8.1,43.6,15.6,39.1,7.2,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.94,-7.56,-9.21,125.08,33197.31,Extant
Gerygone levigaster,Gerygone_levigaster,Acanthizidae,Passeriformes,11.9,7,2.7,2.6,16.9,53.8,8,43.5,15.5,39.7,6.2,Woodland,2,1,Carnivore,Invertivore,Insessorial,-33.34,-7.36,-17.91,140.1,342256.68,Extant
Gerygone magnirostris,Gerygone_magnirostris,Acanthizidae,Passeriformes,12.3,7.1,3.2,3,16.9,54.6,8.3,46.5,15.2,40,6.8,Forest,2,1,Carnivore,Invertivore,Insessorial,-22.79,-0.01,-9.06,139.55,1205051.15,Extant
Gerygone modesta,Gerygone_modesta,Acanthizidae,Passeriformes,12.9,7.2,2.7,2.6,20.8,55.1,10,44,18.5,46.8,7.5,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.06,-28.99,-29.03,167.95,37.88,Extant
Gerygone mouki,Gerygone_mouki,Acanthizidae,Passeriformes,11.1,6.3,2.6,2.6,17,49.9,7.7,40.4,16,42.2,5.2,Forest,1,1,Carnivore,Invertivore,Insessorial,-38.69,-12.75,-28.47,149.67,387637.87,Extant
Gerygone olivacea,Gerygone_olivacea,Acanthizidae,Passeriformes,11.7,6.7,3,2.8,17.2,56.5,10.8,46.2,18.9,37.6,6.7,Woodland,2,1,Carnivore,Invertivore,Insessorial,-39.14,-7.86,-22.92,141.67,2358084.06,Extant
Gerygone palpebrosa,Gerygone_palpebrosa,Acanthizidae,Passeriformes,12.1,7.2,3.1,3,16.8,52.3,8.1,43.3,15.8,38,7.4,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.21,-0.01,-11.54,143.37,969224.38,Extant
Gerygone ruficollis,Gerygone_ruficollis,Acanthizidae,Passeriformes,10.8,5.6,2.5,2.4,16.7,55,10.1,44.1,18.7,38.1,7,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.15,-0.44,-5.41,142.54,107780.49,Extant
Gerygone sulphurea,Gerygone_sulphurea,Acanthizidae,Passeriformes,12.8,7.5,3,2.4,16.6,54.4,8.8,41.2,17.5,37.5,5.6,Woodland,2,1,Carnivore,Invertivore,Insessorial,-10.78,18.65,1.6,111.3,1733224.34,Extant
Gerygone tenebrosa,Gerygone_tenebrosa,Acanthizidae,Passeriformes,13.1,7.3,2.7,2.7,20,55.7,8.4,47.9,14.9,43.7,7.7,Woodland,2,1,Carnivore,Invertivore,Insessorial,-26.24,-16.31,-21.21,117.49,39187.75,Extant
Hylacola cauta,Hylacola_cauta,Acanthizidae,Passeriformes,15.3,8.1,2.6,3.2,22,54.8,5.8,48,10.8,53,15.2,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-38.11,-29.02,-33.03,131.34,971888.94,Extant
Hylacola pyrrhopygia,Hylacola_pyrrhopygia,Acanthizidae,Passeriformes,14.6,7.2,2.9,3.8,21.6,55.1,5,50,8.9,58,16.8,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-39.14,-27.56,-34,146.51,767767.19,Extant
Mohoua albicilla,Mohoua_albicilla,Acanthizidae,Passeriformes,12.7,7.1,3,4.6,25.4,70.4,14,56.4,19.9,65.4,17.6,Forest,1,1,Carnivore,Invertivore,Insessorial,-41.61,-36.17,-39.09,175.84,36004.25,Extant
Mohoua novaeseelandiae,Mohoua_novaeseelandiae,Acanthizidae,Passeriformes,10.9,6.2,2.7,3.7,23.2,60.4,12.2,48.3,20.2,62.8,12.1,Forest,1,1,Carnivore,Invertivore,Insessorial,-47.29,-40.5,-43.68,170.49,76987.83,Extant
Mohoua ochrocephala,Mohoua_ochrocephala,Acanthizidae,Passeriformes,14.1,8.1,3.6,5.1,30.9,80.5,15.5,65,19.3,73.8,27.7,Forest,1,1,Omnivore,Invertivore,Insessorial,-46.5,-41.01,-45.19,167.84,16919.77,Extant
Oreoscopus gutturalis,Oreoscopus_gutturalis,Acanthizidae,Passeriformes,18.7,10.7,2.9,3.6,22.2,64.8,8.3,55.2,13,44.8,20,Forest,1,1,Carnivore,Invertivore,Terrestrial,-20.15,-14.84,-17.83,145.35,102359.75,Extant
Origma solitaria,Origma_solitaria,Acanthizidae,Passeriformes,15.3,7.8,2.7,3,22.2,65.9,8.5,56.8,13,55.4,14.3,Rock,3,1,Carnivore,Invertivore,Generalist,-35.49,-31.68,-33.19,150.46,56963.22,Extant
Pycnoptilus floccosus,Pycnoptilus_floccosus,Acanthizidae,Passeriformes,15.6,7.2,3.3,3.7,27.9,69,8.3,59.2,12.4,71.5,28.9,Forest,1,1,Carnivore,Invertivore,Terrestrial,-39,-30.93,-35.35,148.68,244748.61,Extant
Pyrrholaemus brunneus,Pyrrholaemus_brunneus,Acanthizidae,Passeriformes,13.4,7.4,2.5,3.1,20.7,56,5.9,49.2,10.7,48.5,12.5,Woodland,2,1,Omnivore,Invertivore,Insessorial,-36.08,-18.67,-27.58,129.08,3285337.24,Extant
Sericornis arfakianus,Sericornis_arfakianus,Acanthizidae,Passeriformes,12.7,6.8,2.8,3,18.6,53.8,6.4,45.8,12.3,38.2,8.7,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.23,-0.48,-5.28,141.88,181310.74,Extant
Sericornis beccarii,Sericornis_beccarii,Acanthizidae,Passeriformes,14.6,8.5,3,3.3,19.8,56.2,8.2,49.9,14.1,40.6,11.9,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.03,-2.45,-7.29,140.13,246723.36,Extant
Sericornis citreogularis,Sericornis_citreogularis,Acanthizidae,Passeriformes,15.5,8.1,3.3,3.2,26.3,66.8,9.9,52.2,16,50.1,17.6,Forest,1,1,Carnivore,Invertivore,Terrestrial,-36.33,-14.86,-28.74,150.77,169010.51,Extant
Sericornis frontalis,Sericornis_frontalis,Acanthizidae,Passeriformes,14.6,7.5,2.5,2.9,20.7,55.6,7,48.6,12.7,45.7,13.2,Shrubland,1,1,Omnivore,Invertivore,Insessorial,-41,-15.18,-31.43,138.02,1682487.01,Extant
Sericornis humilis,Sericornis_humilis,Acanthizidae,Passeriformes,15.9,8.8,2.8,3.5,24.8,61.7,7.3,52.2,12.3,52.3,18.3,Forest,1,1,Carnivore,Invertivore,Terrestrial,-43.64,-39.58,-41.89,146.59,41698.31,Extant
Sericornis keri,Sericornis_keri,Acanthizidae,Passeriformes,14.4,7.6,2.6,3.1,22.2,57.2,5.7,49,10.4,42.3,11.4,Forest,1,2,Carnivore,Invertivore,Terrestrial,-19.19,-15.66,-17.46,145.62,24710.75,Extant
Sericornis magnirostra,Sericornis_magnirostra,Acanthizidae,Passeriformes,14.7,8.9,2.8,3.3,19.8,55.7,8.8,46.3,16,42.3,9.8,Forest,1,2,Carnivore,Invertivore,Insessorial,-38.66,-14.83,-28.58,150.44,270681.41,Extant
Sericornis nouhuysi,Sericornis_nouhuysi,Acanthizidae,Passeriformes,15.4,8.8,3.1,3.3,23.9,64,7.4,55.5,11.8,44.6,17.1,Forest,1,1,Carnivore,Invertivore,Insessorial,NA,NA,NA,NA,NA,Extant
Sericornis papuensis,Sericornis_papuensis,Acanthizidae,Passeriformes,12,6.7,2.6,2.8,19.4,57.4,6.6,49.5,11.7,40.3,11.2,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.57,-2.33,-5.17,141.55,86586.53,Extant
Sericornis perspicillatus,Sericornis_perspicillatus,Acanthizidae,Passeriformes,13.5,8.3,2.9,3,21.4,56.7,7.4,53.4,12.2,40.1,9,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.14,-2.23,-5.26,141.81,122449.64,Extant
Sericornis rufescens,Sericornis_rufescens,Acanthizidae,Passeriformes,11.7,6.7,2.8,2.8,18.6,52.1,7.8,44.3,14.9,39.8,8.5,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.03,-0.52,-1.27,133.32,8367.91,Extant
Sericornis spilodera,Sericornis_spilodera,Acanthizidae,Passeriformes,13.6,8.2,3,3.4,18.4,58.1,6.3,49,11.4,40.4,11.7,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.33,0.04,-5.23,141.58,283199.34,Extant
Sericornis virgatus,Sericornis_virgatus,Acanthizidae,Passeriformes,15,8.7,3.3,3.5,19.4,57,8.4,48.6,14.7,35.9,12.4,Forest,1,1,Carnivore,Invertivore,Insessorial,NA,NA,NA,NA,NA,Extant
Smicrornis brevirostris,Smicrornis_brevirostris,Acanthizidae,Passeriformes,8,4,2.4,2.8,15.7,49.6,8.4,42.1,16.6,34,5.3,Woodland,2,1,Carnivore,Invertivore,Insessorial,-39.14,-10.02,-25.7,134.77,7230924.88,Extant
Aegithalos caudatus,Aegithalos_caudatus,Aegithalidae,Passeriformes,7.6,4.5,2.6,3.3,15.8,61.4,13.3,48.2,21.6,79.8,8.6,Forest,2,1,Carnivore,Invertivore,Insessorial,23.12,68.3,51.23,74.93,20041677.81,Extant
Aegithalos concinnus,Aegithalos_concinnus,Aegithalidae,Passeriformes,7.4,4.3,2.5,3,15.5,48.6,8.6,40,17.6,46.8,6.1,Forest,1,1,Carnivore,Invertivore,Insessorial,11.22,36.1,27.15,105.53,3167482.99,Extant
Aegithalos fuliginosus,Aegithalos_fuliginosus,Aegithalidae,Passeriformes,7.7,4.4,2.1,3,15.6,55.4,10.3,45,18.6,57,5.7,Forest,2,1,Carnivore,Invertivore,Insessorial,27.25,34.68,31.85,105.43,216742.87,Extant
Aegithalos iouschistos,Aegithalos_iouschistos,Aegithalidae,Passeriformes,7.8,4.9,2.3,2.7,16.5,55.3,8.8,46.1,16,52.9,7,Forest,2,1,Carnivore,Invertivore,Insessorial,20.94,32.05,28.19,97.43,216141.2,Extant
Aegithalos leucogenys,Aegithalos_leucogenys,Aegithalidae,Passeriformes,7.6,4.8,2,3.2,16.2,52.8,8.8,44,16.6,51,6.7,Forest,2,1,Carnivore,Invertivore,Insessorial,29.95,36.44,33.14,69.78,171568.74,Extant
Aegithalos niveogularis,Aegithalos_niveogularis,Aegithalidae,Passeriformes,9.1,5.3,2.5,3,17.9,59.7,8.9,50.5,15.1,56.4,7.8,Forest,2,1,Carnivore,Invertivore,Insessorial,27.92,35.94,31.96,77.62,180594.85,Extant
Leptopoecile elegans,Leptopoecile_elegans,Aegithalidae,Passeriformes,10.5,6.1,2.4,2.3,19.2,55.9,9,46.4,16.2,45.4,6.2,Forest,2,1,Carnivore,Invertivore,Insessorial,27.15,39.77,33.97,99.28,815155.61,Extant
Leptopoecile sophiae,Leptopoecile_sophiae,Aegithalidae,Passeriformes,10.1,5.6,2.2,2.4,19.5,52.1,5.6,46.3,10.8,55.8,6.9,Forest,2,1,Carnivore,Invertivore,Insessorial,27.74,45.71,36.15,90.29,1295650.44,Extant
Psaltria exilis,Psaltria_exilis,Aegithalidae,Passeriformes,5.8,3.3,2.5,2.8,13.1,41.6,5.6,36,13.4,41.8,4,Forest,1,2,Carnivore,Invertivore,Insessorial,-7.61,-6.26,-7.1,108.1,11281.75,Extant
Psaltriparus minimus,Psaltriparus_minimus,Aegithalidae,Passeriformes,7.8,4.6,2.4,3.4,15.7,45.2,8.8,36.5,19.4,52.2,5.3,Woodland,2,1,Carnivore,Invertivore,Insessorial,14.09,50.39,34.37,-110.86,2692275.52,Extant
Aegithina lafresnayei,Aegithina_lafresnayei,Aegithinidae,Passeriformes,23.4,14.9,5.1,6.3,20.1,70.5,6,64.5,8.6,56,12,Forest,1,1,Carnivore,Invertivore,Insessorial,1.18,22.79,15.28,102.15,1675913.71,Extant
Aegithina nigrolutea,Aegithina_nigrolutea,Aegithinidae,Passeriformes,15.7,9.8,3.7,3.7,18,64.4,8,56.5,12.4,47.2,11.8,Shrubland,2,1,Carnivore,Invertivore,Insessorial,6.67,30.68,24.1,76.97,714297.74,Extant
Aegithina tiphia,Aegithina_tiphia,Aegithinidae,Passeriformes,17,10.8,4.3,4.5,19.7,61.6,6.2,55.2,10,47.8,12,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.85,32.65,15.54,93.44,6356008.52,Extant
Aegithina viridissima,Aegithina_viridissima,Aegithinidae,Passeriformes,15.9,10.6,4.2,4.4,17.7,61.9,7,54.7,11.4,43.9,13.4,Forest,1,1,Carnivore,Invertivore,Insessorial,-6.17,12.67,1.02,108.24,1109607.12,Extant
Alaemon alaudipes,Alaemon_alaudipes,Alaudidae,Passeriformes,29,19.1,5,5.1,30.8,120.8,33.9,86.9,28,88.8,43.7,Desert,3,1,Carnivore,Invertivore,Terrestrial,9.78,36.79,24.91,27.46,10471834.07,Extant
Alaemon hamertoni,Alaemon_hamertoni,Alaudidae,Passeriformes,18.8,11.1,3.5,3.6,29.4,98.2,23.2,74,23.9,71.8,43.7,Grassland,3,1,Carnivore,Invertivore,Terrestrial,2.07,11.84,9.08,48.69,160427.89,Extant
Alauda arvensis,Alauda_arvensis,Alaudidae,Passeriformes,14.8,8.7,4.5,4.8,23.9,108,37.5,70.6,34.7,67.7,37.3,Grassland,3,2,Omnivore,Omnivore,Terrestrial,-47.24,71.13,49.74,74.54,33005050.82,Extant
Alauda gulgula,Alauda_gulgula,Alaudidae,Passeriformes,14.8,9.7,4.3,4.6,23.3,86.4,23.7,62.6,27.5,52.2,26.3,Grassland,3,2,Omnivore,Omnivore,Terrestrial,5.56,46.8,27.53,89.85,11895680.09,Extant
Alauda japonica,Alauda_japonica,Alaudidae,Passeriformes,13.6,8.8,4.1,4.5,22.7,99.3,25.6,72.6,26,67.4,37.3,Grassland,3,2,Omnivore,Omnivore,Terrestrial,NA,NA,NA,NA,NA,Extant
Alauda razae,Alauda_razae,Alaudidae,Passeriformes,15.7,10.5,4.5,5.2,20.9,79.9,16.7,62.4,21.1,46.7,21.9,Shrubland,3,1,Omnivore,Omnivore,Terrestrial,16.61,16.63,16.62,-24.6,1.92,Extant
Ammomanes cinctura,Ammomanes_cinctura,Alaudidae,Passeriformes,12.5,7.7,4.1,4.4,20.7,89.8,25,64.9,27.7,52.8,18.1,Desert,3,2,Herbivore,Granivore,Terrestrial,14.05,36.98,26.75,21.81,7019361.88,Extant
Ammomanes deserti,Ammomanes_deserti,Alaudidae,Passeriformes,16.3,10,4.4,5.6,21.4,96.2,23.1,72.7,24.1,64,23.8,Desert,3,2,Omnivore,Omnivore,Terrestrial,7.24,44.27,25.61,28.7,11432995.72,Extant
Ammomanes grayi,Ammomanes_grayi,Alaudidae,Passeriformes,14.1,9.2,4.3,4.6,20.8,81.4,19.7,61.8,24.1,48.4,21.4,Desert,3,1,Omnivore,Omnivore,Terrestrial,-27.16,-15.22,-21.53,14.39,184607.34,Extant
Ammomanes phoenicura,Ammomanes_phoenicura,Alaudidae,Passeriformes,14.9,9.4,5.4,6.7,21.7,101,28,72,28,60,25.6,Grassland,3,2,Omnivore,Omnivore,Terrestrial,8.25,32.17,20.84,77.48,1826048.11,Extant
Calandrella acutirostris,Calandrella_acutirostris,Alaudidae,Passeriformes,12.9,8.6,4,5,18.9,89,24.6,64.4,27.5,64.2,20.2,Grassland,3,3,Omnivore,Omnivore,Terrestrial,25.09,44,35.02,83.27,4184614.09,Extant
Calandrella brachydactyla,Calandrella_brachydactyla,Alaudidae,Passeriformes,12.6,8.6,4.3,5.1,19.8,93.5,32.3,61.2,34.5,59.8,21.1,Grassland,3,2,Omnivore,Omnivore,Terrestrial,23.29,54.42,42.09,66.25,13543066.59,Extant
Calandrella cheleensis,Calandrella_cheleensis,Alaudidae,Passeriformes,11.7,7.2,3.8,4.6,18.4,86.6,24.4,61.8,28.4,63.4,22.2,Grassland,3,2,Omnivore,Omnivore,Terrestrial,NA,NA,NA,NA,NA,Extant
Calandrella cinerea,Calandrella_cinerea,Alaudidae,Passeriformes,13.2,8.8,4.4,4.8,19.4,89.2,25.3,63.9,28.4,59.8,23.7,Grassland,3,2,Omnivore,Granivore,Terrestrial,-34.84,19.23,-16.08,25.19,6124507.42,Extant
Calandrella raytal,Calandrella_raytal,Alaudidae,Passeriformes,13.3,9.4,4.1,4.1,18.4,80.4,23.2,57,29,49.8,18.5,Desert,3,1,Omnivore,Omnivore,Terrestrial,15.71,34.13,25.67,77.05,1260034.4,Extant
Calandrella rufescens,Calandrella_rufescens,Alaudidae,Passeriformes,10.5,7.6,4.2,4.8,18.2,86.1,25.9,60.2,30.1,54,24.1,Grassland,3,2,Omnivore,Omnivore,Terrestrial,24.98,51.47,39.04,48.78,6736019.2,Extant
Calandrella somalica,Calandrella_somalica,Alaudidae,Passeriformes,13.4,9,5.1,5.5,19.4,88.2,24.8,63,28.2,52.6,24.1,Desert,3,2,Omnivore,Omnivore,Terrestrial,-3.72,10.28,4.14,41.23,203115.48,Extant
Certhilauda albescens,Certhilauda_albescens,Alaudidae,Passeriformes,18.1,10.8,3.8,4.5,24.1,86.2,15.2,71.1,17.6,60,30.4,Desert,2,1,Omnivore,Invertivore,Terrestrial,-34.16,-28.14,-31.92,21.23,283792.89,Extant
Certhilauda barlowi,Certhilauda_barlowi,Alaudidae,Passeriformes,16.9,10.3,4.9,6.1,27.7,91.6,16.9,73.8,18.7,62.2,28.1,Desert,2,1,Omnivore,Omnivore,Terrestrial,-29.55,-26.61,-27.98,16.42,24258.03,Extant
Certhilauda burra,Certhilauda_burra,Alaudidae,Passeriformes,15.4,9.8,4.3,5.7,26.8,97,18.1,77.6,19,73.6,37.4,Grassland,3,1,Omnivore,Omnivore,Terrestrial,-31.26,-28.95,-30.08,20.02,72170.13,Extant
Certhilauda chuana,Certhilauda_chuana,Alaudidae,Passeriformes,17.2,10.4,3.9,4.4,26.8,99.3,21.4,77.9,21.6,72.7,44.1,Grassland,3,1,Omnivore,Omnivore,Terrestrial,-29.45,-22.59,-25.51,26.11,127491.6,Extant
Certhilauda curvirostris,Certhilauda_curvirostris,Alaudidae,Passeriformes,24.6,15.4,3.9,4.7,25.9,102.5,23,79.5,22.3,75.3,40.4,Grassland,2,1,Carnivore,Invertivore,Terrestrial,-34.84,-26.28,-31.69,18.28,63461.48,Extant
Certhilauda erythrochlamys,Certhilauda_erythrochlamys,Alaudidae,Passeriformes,18.2,10.9,4.5,5.4,27.2,87.2,16.8,68.2,19.7,68.8,28.1,Desert,3,1,Omnivore,Omnivore,Terrestrial,NA,NA,NA,NA,NA,Extant
Certhilauda semitorquata,Certhilauda_semitorquata,Alaudidae,Passeriformes,22.1,13.7,4,4.9,27.2,103,21.2,81,20.7,74.8,40.4,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-34.21,-24.97,-29.32,27.64,468995.29,Extant
Certhilauda subcoronata,Certhilauda_subcoronata,Alaudidae,Passeriformes,24.7,15.3,4.1,5,27.3,103.8,22.5,81,21.7,78.1,40.4,Shrubland,2,1,Omnivore,Omnivore,Terrestrial,-33.83,-12,-26.42,18.37,819069.7,Extant
Chersomanes albofasciata,Chersomanes_albofasciata,Alaudidae,Passeriformes,20,12,3.6,4.1,26.6,82.2,12.8,68.2,15.7,44.4,24.6,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-33.79,-2.56,-24.26,20.67,2153588.68,Extant
Chersophilus duponti,Chersophilus_duponti,Alaudidae,Passeriformes,22.5,14.4,4.1,4.7,22.3,95.7,24.8,70.9,25.9,64.5,39.4,Grassland,2,2,Omnivore,Omnivore,Terrestrial,30.35,42.22,34.39,4.06,288089.02,Extant
